id	title	description	link	image_link	additional_image_link	availability	price	sale_price	brand	condition	google_product_category	product_type	mpn	gtin	identifier_exists	item_group_id
the-solid-zinc-silk-pocket-square	The Solid Zinc Silk Pocket Square	The Solid Zinc Silk Pocket Square from Threaditionz is a men's silk pocket square in a solid muted-teal (zinc) satin silk - understated solid. Ideal for weddings, business wear and formal — its clean teal zinc tone is easy to match and adds a polished finishing touch without competing with your outfit. Material: 100% Silk · Colour: Teal Zinc · Size: 12" x 12"	https://threaditionz.co.uk/product/the-solid-zinc-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/11-2_9e48be28-9d14-41a3-b452-c3363976102f.jpg?v=1719830531	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/11-4_742e5ade-7a0c-4e62-a588-1d04bd095dbe.jpg?v=1719830531,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/11-3_cf530ce8-1a4d-4b34-8f1e-d037ae113ae1.jpg?v=1719830531,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/11-1_04ab7fa2-2b05-4a89-8d07-c556bb451db4.jpg?v=1719830531	in_stock	12.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square			no	
caput-mortuum-dark-silk-scarf-pocket-square-set	Caput Mortuum Dark Silk Scarf & Pocket Square Set	The Caput Mortuum Dark Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in deep oxblood silk with a gold damask medallion - dark opulence. Ideal for weddings, evening wear and festive events — the bold oxblood design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Oxblood · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/caput-mortuum-dark-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/caput-mortuum-dark-silk-scarf-pocket-square-set_onbody.png?v=1780233225	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/caput-mortuum-dark-silk-scarf-pocket-square-set_drape.png?v=1780233231,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/48-7_1.jpg?v=1719830569,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/48-5_1_db92d2a5-1b74-4911-9942-88f3c740af94.jpg?v=1719830569,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/48-1_1_8c419869-68d8-4cbb-a526-23d8ffdb27fc.jpg?v=1719830569	in_stock	82.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
caput-mortuum-dark-silk-scarf	Caput Mortuum Dark Silk Scarf	The Caput Mortuum Dark Silk Scarf from Threaditionz is a men's silk scarf in deep oxblood silk with a gold damask medallion - dark opulence. Ideal for weddings, evening wear and festive events — the bold oxblood design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Oxblood · Size: 8" x 56"	https://threaditionz.co.uk/product/caput-mortuum-dark-silk-scarf	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/caput-mortuum-dark-silk-scarf_onbody.png?v=1780233241	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/caput-mortuum-dark-silk-scarf_drape.png?v=1780233243,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/48-5_1.jpg?v=1719830574,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/48-1_1.jpg?v=1719830574	in_stock	63.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Scarf			no	
calligraphic-mosaic-silk-scarf-pocket-square-set	Calligraphic Mosaic Silk Scarf & Pocket Square Set	The Calligraphic Mosaic Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in an abstract Arabic-calligraphy art panel in red, teal and cream framed by a mosaic-tile border - artistic heritage. Ideal for statement looks, cultural events and gifting — the bold red & teal design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Red & Teal · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/calligraphic-mosaic-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/calligraphic-mosaic-silk-scarf-pocket-square-set_onbody.png?v=1780233249	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/calligraphic-mosaic-silk-scarf-pocket-square-set_drape.png?v=1780233254,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-7_a0dc4fda-7534-4198-a4f8-1ae5019e8980.jpg?v=1719830585,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-5_0d5c1542-aaf8-41d7-add6-2cb3130b2a02.jpg?v=1719830585,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-1_2_e7d37ad9-efb5-4e7a-a4a8-c5b656b1af00.jpg?v=1719830585	in_stock	87.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
TH240013SC	Calligraphic Mosaic Silk Scarf	The Calligraphic Mosaic Silk Scarf from Threaditionz is a men's silk scarf in an abstract Arabic-calligraphy art panel in red, teal and cream framed by a mosaic-tile border - artistic heritage. Ideal for statement looks, cultural events and gifting — the bold red & teal design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Red & Teal · Size: 8" x 56"	https://threaditionz.co.uk/product/calligraphic-mosaic-silk-scarf	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/calligraphic-mosaic-silk-scarf_onbody.png?v=1780233260	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/calligraphic-mosaic-silk-scarf_drape.png?v=1780233266,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-5.jpg?v=1719830590,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-1_2_9acf57b1-dbe2-4136-9f03-dc74583cdbea.jpg?v=1719830590	in_stock	63.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Scarf	TH240013SC			
TH240109PS	Calligraphic Mosaic Silk Pocket Square	The Calligraphic Mosaic Silk Pocket Square from Threaditionz is a men's silk pocket square in an abstract Arabic-calligraphy art panel in red, teal and cream framed by a mosaic-tile border - artistic heritage. Ideal for statement looks, cultural events and gifting — the bold red & teal design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Red & Teal · Size: 12" x 12"	https://threaditionz.co.uk/product/calligraphic-mosaic-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-1_2.jpg?v=1719830600	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-2_395c8815-a763-45ec-a777-db261ac0ee97.jpg?v=1719830600,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-3.jpg?v=1719830600,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/40-4.jpg?v=1719830600	in_stock	22.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square	TH240109PS			
the-dark-vintage-silk-scarf-pocket-square-set	The Dark Vintage Silk Scarf & Pocket Square Set	The Dark Vintage Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in charcoal-black silk with a tonal paisley damask - understated formal depth. Ideal for black-tie events, weddings and evening wear — the charcoal pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Charcoal · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/the-dark-vintage-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-dark-vintage-silk-scarf-pocket-square-set_onbody.png?v=1780233271	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/the-dark-vintage-silk-scarf-pocket-square-set_drape.png?v=1780233276,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/3-9.jpg?v=1719830609,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/3-1_3_72d48b12-7395-44d2-a2d2-741d7316066f.jpg?v=1719830610	in_stock	82.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
four-in-one-cloudy-grey-silk-pocket-square	Four In One Cloudy Grey Silk Pocket Square	The Four In One Cloudy Grey Silk Pocket Square from Threaditionz is a men's silk pocket square in a cloudy-grey silk split into four panels — paisley, polka dot, diagonal stripe and pin-dot - four looks in one. Ideal for weddings, business wear and versatile everyday — the cloudy grey pattern adds subtle character while staying refined enough for formal dress. Material: 100% Silk · Colour: Cloudy Grey · Size: 12" x 12"	https://threaditionz.co.uk/product/four-in-one-cloudy-grey-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/53-1_1.jpg?v=1719830758	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/53-2_5db53dd7-5d0f-487f-84fe-42959d945a6f.jpg?v=1719830758,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/53-4.jpg?v=1719830758,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/53-3.jpg?v=1719830758	in_stock	22.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square			no	
the-solid-orange-silk-pocket-square	The Solid Orange Silk Pocket Square	The Solid Orange Silk Pocket Square from Threaditionz is a men's silk pocket square in a solid burnt-orange satin silk - warm solid. Ideal for weddings, festive events and autumn looks — its clean burnt orange tone is easy to match and adds a polished finishing touch without competing with your outfit. Material: 100% Silk · Colour: Burnt Orange · Size: 12" x 12"	https://threaditionz.co.uk/product/the-solid-orange-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/9-2_c02b5447-b8ec-4947-bfee-05be6db5bc82.jpg?v=1719830803	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/9-3_80cb7b13-8731-45c9-8eda-bf0dc0670125.jpg?v=1719830803,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/9-1_03003fd5-d28b-46d5-ae26-2977517f56d0.jpg?v=1719830803,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/9-4.jpg?v=1719830803	in_stock	12.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square			no	
the-solid-purple-silk-pocket-square	The Solid Purple Silk Pocket Square	The Solid Purple Silk Pocket Square from Threaditionz is a men's silk pocket square in a solid purple satin silk - regal solid. Ideal for weddings, formal events and evening wear — its clean purple tone is easy to match and adds a polished finishing touch without competing with your outfit. Material: 100% Silk · Colour: Purple · Size: 12" x 12"	https://threaditionz.co.uk/product/the-solid-purple-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/5-2_77e52016-bfc9-4935-9e00-2c74fc1e2661.jpg?v=1719830813	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/5-4_cc2ab0d0-e8ff-4056-a63d-bde46a2a8740.jpg?v=1719830813,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/5-1_974f5143-5a58-4337-9022-98bad091ecce.jpg?v=1719830813,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/5-3_fba22a56-bd1d-46b2-9472-16eea9407993.jpg?v=1719830813	in_stock	12.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square			no	
the-solid-reddish-maroon-silk-pocket-square	The Solid Reddish Maroon Silk Pocket Square	The Solid Reddish Maroon Silk Pocket Square from Threaditionz is a men's silk pocket square in a solid maroon-red satin silk - rich solid. Ideal for weddings, festive events and formal — its clean maroon red tone is easy to match and adds a polished finishing touch without competing with your outfit. Material: 100% Silk · Colour: Maroon Red · Size: 12" x 12"	https://threaditionz.co.uk/product/the-solid-reddish-maroon-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/52-2.jpg?v=1719831124	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/52-4.jpg?v=1719831124,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/52-1.jpg?v=1719831124,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/52-3_1.jpg?v=1719831124	in_stock	12.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square			no	
huroof-silk-scarf-pocket-square-set	Huroof Silk Scarf & Pocket Square Set	The Huroof Silk Scarf & Pocket Square Set from Threaditionz is a men's silk scarf & pocket square gift set in cream silk centred with Arabic huroof letterforms inside a blue-and-orange tile-mosaic border - calligraphic heritage. Ideal for statement looks, cultural events and gifting — the bold cream design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Cream · Size: Scarf 8" x 56" + pocket square 12" x 12"	https://threaditionz.co.uk/product/huroof-silk-scarf-pocket-square-set	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/huroof-silk-scarf-pocket-square-set_onbody.png?v=1780233282	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/huroof-silk-scarf-pocket-square-set_drape.png?v=1780233288,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-7.jpg?v=1719831135,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-5_e4866cee-ea83-4c6c-af07-d81f2b370e49.jpg?v=1719831135,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-1_2a04736b-48b1-4dfe-8138-3a887d071b9f.jpg?v=1719831135	in_stock	87.00 GBP	78.00 GBP	Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Pocket Square			no	
TH240004SC	Huroof Silk Scarf	The Huroof Silk Scarf from Threaditionz is a men's silk scarf in cream silk centred with Arabic huroof letterforms inside a blue-and-orange tile-mosaic border - calligraphic heritage. Ideal for statement looks, cultural events and gifting — the bold cream design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Cream · Size: 8" x 56"	https://threaditionz.co.uk/product/huroof-silk-scarf	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/huroof-silk-scarf_onbody.png?v=1780233294	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/huroof-silk-scarf_drape.png?v=1780233300,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-5_5342c791-e79d-47d6-ae03-069da6c76496.jpg?v=1719831139,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-1_719b3bb8-44ab-4e05-9f6e-538e29713259.jpg?v=1719831139	in_stock	78.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Scarves & Shawls	Scarf	TH240004SC			
TH240001PS	Huroof Silk Pocket Square	The Huroof Silk Pocket Square from Threaditionz is a men's silk pocket square in cream silk centred with Arabic huroof letterforms inside a blue-and-orange tile-mosaic border - calligraphic heritage. Ideal for statement looks, cultural events and gifting — the bold cream design works as a confident statement piece that lifts a plain suit. Material: 100% Silk · Colour: Cream · Size: 12" x 12"	https://threaditionz.co.uk/product/huroof-silk-pocket-square	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-1_5fe3df98-3c68-4d41-b0ad-c414025aeb1f.jpg?v=1719831148	https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-2_3b3ce468-1719-46cd-ae81-6f87db025544.jpg?v=1719831148,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-3_e3a71bf2-b0b2-40c3-93b9-6806cdc0c775.jpg?v=1719831148,https://cdn.shopify.com/s/files/1/0688/1745/3281/files/37-4_448f994d-db82-4a5f-ae73-c934e42bad7b.jpg?v=1719831148	in_stock	22.00 GBP		Threaditionz	new	Apparel & Accessories > Clothing Accessories > Handkerchiefs	Pocket Square	TH240001PS			
